date,CSI,DJI
2019-07-12,0.0040508799099328,0.000992115996208298
2019-07-15,-0.00454723147358571,-0.000860411072117984
2019-07-16,-0.000578074188268829,-0.0042444929023322
2019-07-17,-0.00957086629307469,0.000114615664781326
2019-07-18,0.0104431044798936,-0.00252937167065781
2019-07-19,-0.00692525733250626,0.00065162051486567
2019-07-22,0.00217391677076684,0.00650356127848006
2019-07-23,0.00786364689988162,-0.00290081559479205
2019-07-24,0.00814511275401664,-0.00474133392796361
2019-07-25,0.00194561675146687,0.00189459842295925
2019-07-26,-0.00111502389405338,0.00106223063698607
2019-07-29,0.00415556633994107,-0.000857415344178492
2019-07-30,-0.00907388831882017,-0.012347025624635
2019-07-31,-0.00834949469091484,-0.0105094377304322
2019-08-01,-0.0148408677593874,-0.00370880061098866
2019-08-02,-0.019332070049602,-0.0293978864223128
2019-08-05,-0.010765938870275,0.0120502524288977
2019-08-06,-0.00410595581366557,-0.000862854441187722
2019-08-07,0.0131292074010041,0.0141691082158992
2019-08-08,-0.00979355531765691,-0.00344627377734952
2019-08-09,0.0178849192760353,-0.0145637743609033
2019-08-12,-0.00905659394344838,0.0142772847413379
2019-08-13,0.00453176064584326,-0.0309337014594622
2019-08-14,0.00314516825615385,0.00391588161753198
2019-08-15,0.00446753681119461,0.0119157192182939
2019-08-16,0.0214761581020344,0.00960297104271568
2019-08-19,-0.000886681625937413,-0.00665476119804787
2019-08-20,-0.00157738532922203,0.00921272563800812
2019-08-21,0.00310220214544543,0.00188771491823481
2019-08-22,0.00718381628981568,-0.0240306977302645
2019-08-23,-0.0144859962560329,0.0104771729399342
2019-08-26,0.0134621424703116,-0.00468025824179463
2019-08-27,-0.00377189066439065,0.00996650084037043
2019-08-28,-0.00326363395637408,0.0124490260540195
2019-08-29,0.00247701641054832,0.00155518226651274
2019-08-30,0.0141172051321909,-0.0108627473057226
2019-09-03,0.00836997964861475,0.0090503460230078
2019-09-04,0.010067525618263,0.0140414735545473
2019-09-05,0.00589041598609974,0.00258978977497293
2019-09-06,0.00617059924525876,0.00141890357307339
2019-09-09,-0.00345175268747688,0.00275077231870213
2019-09-10,-0.00739226826732775,0.00842280154914477
2019-09-11,0.0107005404446241,0.00167196012254323
2019-09-12,-0.0036973094160988,-0.00389353315819996
2019-09-16,-0.0169453687395116,0.00125416117017174
2019-09-17,0.0048351010069414,0.00133731747008881
2019-09-18,0.00365054282763566,-0.00192803147082365
2019-09-19,0.00286767549826017,-0.00591230350236849
2019-09-20,-0.011497243423408,0.000553771319223628
2019-09-23,0.00267462882789893,-0.00529115542771841
2019-09-24,-0.0077457329178543,0.0060596914823261
2019-09-25,-0.00773850741757975,-0.0029553417672048
2019-09-26,0.00299202566918666,-0.00263892137279953
2019-09-27,-0.00994376396623764,0.00359454231567291
2019-09-30,0.00605055810682309,-0.0283657926116785
2019-10-08,0.00144774349195842,0.00693089145580217
2019-10-09,0.00813699442102944,0.00570222434706658
2019-10-10,0.00952697612205,0.012001661128723
2019-10-11,0.010555764468025,-0.00109059137982115
2019-10-14,-0.00430700242070969,0.0088248284750545
2019-10-15,-0.00345085048529548,-0.000844766293942811
2019-10-16,0.000644757671187435,0.000884728788406619
2019-10-17,-0.0143281131301123,-0.00950559688327601
2019-10-18,0.00295733756003891,0.00214337077725979
2019-10-21,0.00386795943566298,-0.00147494027567596
2019-10-22,-0.00638604660817066,0.00171011780318153
2019-10-23,-0.000105919204413496,-0.00105966734425422
2019-10-24,0.00672551862673743,0.00567411548345298
2019-10-25,0.00761822744799368,0.00490890881890316
2019-10-28,-0.0041751689500753,-0.000712674972476179
2019-10-29,-0.00487089277276631,0.00424895645720547
2019-10-30,-0.00115197017617064,-0.0051798912564518
2019-10-31,0.0167471263794674,0.0110723736556011
2019-11-01,0.00648888666213665,0.00418723872567917
2019-11-04,0.00618726859294938,0.00111073232764802
2019-11-05,-0.00448941561695548,-2.54614015204879e-06
2019-11-06,0.00175259392339022,0.00660682921569844
2019-11-07,-0.00473579896972787,0.000232675604289412
2019-11-08,-0.0177836298970124,0.000370218340943751
2019-11-11,0.000181895738377236,0
2019-11-12,-0.000950834743015605,0.00332041286350382
2019-11-13,0.00150656460090737,-5.86694453836856e-05
2019-11-14,-0.00739311727375203,0.00799224859105152
2019-11-15,0.00792294980020181,0.00111810787701927
2019-11-18,0.00995810886387716,-0.00365194480438902
2019-11-19,-0.00997602132058439,-0.00405093468320317
2019-11-20,-0.00468358500825161,-0.00197167118698083
2019-11-21,-0.0102357736860004,0.00392977669889127
2019-11-22,0.00730315608514154,0.00682315374433351
2019-11-25,0.00345952524357074,0.001965183682616
2019-11-26,-0.00412758221575871,0.00150375754454046
2019-11-27,-0.0121881656079506,-0.00400566857186391
2019-11-29,0.00192831379315805,-0.00961313550048715
2019-12-02,0.00391042692090515,-0.0101375813140336
2019-12-03,-0.000329831152814819,0.00532959006582701
2019-12-04,0.00764379761610812,0.00101251518521117
2019-12-05,0.00591899437452881,0.0121119362032136
2019-12-06,-0.00177998056701512,-0.00377150705994822
2019-12-09,0.00126477890287369,-0.000999438705544975
2019-12-10,0.00060744856817152,0.00106034779158826
2019-12-11,-0.00301009879861169,0.00787787102876258
2019-12-12,0.0196462973780491,0.000118363323290183
2019-12-13,0.00485937578322293,0.00356600468679602
2019-12-16,0.0135131300847107,0.00110684301793995
2019-12-17,-0.00223417286149008,-0.000986790258327375
2019-12-18,-0.00139703469277563,0.00486363175656379
2019-12-19,-0.0024613408080203,0.00274950663298235
2019-12-20,-0.0125622397595304,0.00338346991990512
2019-12-23,0.00649746132003592,-0.00126447920697359
2019-12-24,0.00823803285934233,0.0037082947325171
2019-12-26,-0.000984093061296321,0.000833644062726791
2019-12-27,0.0147096681389218,-0.00641320135850698
2019-12-30,0.00365606083795278,0.00267716734010826
2019-12-31,0.013495468386088,0.0115094767432637
2020-01-02,-0.00175480930148453,-0.00813587201060351
2020-01-03,-0.00378523727754931,0.00238933070477998
2020-01-06,0.00746246012415419,-0.00417896028179676
2020-01-07,-0.0115830150697196,0.00563104446537643
2020-01-08,0.0125776575369407,0.00734154753932792
2020-01-09,-0.000285798345995403,-0.00460812363658469
2020-01-10,0.00975486899732658,0.00288511605301345
2020-01-13,-0.00335959371877514,0.00112780823035763
2020-01-14,-0.00554292508151022,0.0031240381392621
2020-01-15,-0.00425457334304902,0.00916961032889851
2020-01-16,0.00139934439114242,0.00172084152923091
2020-01-17,-0.00980518572577616,-0.00519472459401982
2020-01-21,0.00427346931825667,-0.000334690425615847
