日期,收盘,开盘,高,低,交易量,涨跌幅
2020/6/11,25128.17 ,26282.51 ,26294.08 ,25082.72 ,651.47M,-6.90%
2020/6/12,25605.54 ,25659.42 ,25965.55 ,25078.41 ,521.19M,1.90%
2020/6/15,25763.16 ,25270.39 ,25891.58 ,24843.18 ,463.13M,0.62%
2020/6/16,26289.98 ,26326.68 ,26611.03 ,25811.70 ,493.36M,2.04%
2020/6/17,26119.61 ,26330.52 ,26400.07 ,26068.41 ,330.57M,-0.65%
2020/6/18,26080.10 ,26016.45 ,26154.20 ,25848.53 ,330.07M,-0.15%
2020/6/19,25871.46 ,26213.10 ,26451.44 ,25759.66 ,681.89M,-0.80%
2020/6/22,26024.96 ,25865.08 ,26059.81 ,25667.68 ,353.01M,0.59%
2020/6/23,26156.10 ,26159.39 ,26314.97 ,26105.97 ,392.16M,0.50%
2020/6/24,25445.94 ,25992.96 ,25992.96 ,25296.73 ,452.53M,-2.72%
2020/6/25,25745.60 ,25365.22 ,25769.61 ,25209.79 ,388.07M,1.18%
2020/6/26,25015.55 ,25641.69 ,25641.69 ,24971.03 ,676.18M,-2.84%
2020/6/29,25595.80 ,25152.45 ,25601.15 ,25096.16 ,385.13M,2.32%
2020/6/30,25812.88 ,25512.43 ,25905.38 ,25475.14 ,412.69M,0.85%
2020/7/1,25734.97 ,25879.38 ,26019.31 ,25713.61 ,373.98M,-0.30%
2020/7/2,25827.36 ,25936.45 ,26204.41 ,25778.12 ,350.29M,0.36%
2020/7/6,26287.03 ,25996.08 ,26297.53 ,25996.08 ,342.26M,1.78%
2020/7/7,25890.18 ,26172.01 ,26174.93 ,25866.58 ,349.00M,-1.51%
2020/7/8,26067.28 ,25950.06 ,26109.49 ,25816.25 ,337.30M,0.68%
2020/7/9,25706.09 ,26094.92 ,26103.28 ,25523.51 ,389.18M,-1.39%
2020/7/10,26075.30 ,25690.35 ,26101.32 ,25637.50 ,337.36M,1.44%
2020/7/13,26085.80 ,26225.07 ,26639.09 ,26044.23 ,428.57M,0.04%
2020/7/14,26642.59 ,26044.17 ,26690.52 ,25994.98 ,407.34M,2.13%
2020/7/15,26870.10 ,27009.81 ,27071.33 ,26692.48 ,388.26M,0.85%
2020/7/16,26734.71 ,26746.57 ,26879.16 ,26590.01 ,288.04M,-0.50%
2020/7/17,26671.95 ,26774.62 ,26808.43 ,26619.88 ,300.52M,-0.23%
2020/7/20,26680.87 ,26660.29 ,26765.02 ,26504.20 ,312.07M,0.03%
2020/7/21,26840.40 ,26833.14 ,27025.38 ,26766.22 ,367.24M,0.60%
2020/7/22,27005.84 ,26824.56 ,27035.24 ,26794.19 ,410.82M,0.62%
2020/7/23,26652.33 ,26955.97 ,26973.85 ,26560.04 ,426.56M,-1.31%
2020/7/24,26469.89 ,26533.41 ,26625.70 ,26402.86 ,497.97M,-0.68%
2020/7/27,26584.77 ,26447.67 ,26625.46 ,26426.92 ,400.93M,0.43%
2020/7/28,26379.28 ,26529.45 ,26556.84 ,26361.71 ,362.40M,-0.77%
2020/7/29,26539.57 ,26388.44 ,26602.45 ,26375.39 ,347.58M,0.61%
2020/7/30,26313.65 ,26367.42 ,26374.93 ,25992.28 ,358.29M,-0.85%
2020/7/31,26428.32 ,26409.33 ,26440.02 ,26013.59 ,491.37M,0.44%
2020/8/3,26664.40 ,26542.32 ,26707.26 ,26534.38 ,439.38M,0.89%
2020/8/4,26828.47 ,26664.61 ,26832.72 ,26597.82 ,355.46M,0.62%
2020/8/5,27201.52 ,26924.78 ,27221.67 ,26924.78 ,369.98M,1.39%
2020/8/6,27386.98 ,27170.82 ,27394.10 ,27145.25 ,323.72M,0.68%
2020/8/7,27433.48 ,27321.68 ,27456.24 ,27223.55 ,324.93M,0.17%
2020/8/10,27791.44 ,27488.21 ,27803.86 ,27488.21 ,362.50M,1.30%
2020/8/11,27686.91 ,27961.64 ,28154.88 ,27624.51 ,430.09M,-0.38%
2020/8/12,27976.84 ,27860.24 ,28043.89 ,27843.32 ,342.07M,1.05%
2020/8/13,27896.72 ,27922.51 ,27986.10 ,27789.78 ,364.41M,-0.29%
2020/8/14,27931.02 ,27828.93 ,27977.81 ,27759.39 ,276.73M,0.12%
2020/8/17,27844.91 ,27970.05 ,27999.81 ,27816.40 ,291.99M,-0.31%
2020/8/18,27778.07 ,27853.48 ,27891.12 ,27668.79 ,277.12M,-0.24%
2020/8/19,27692.88 ,27811.26 ,27920.42 ,27647.67 ,312.95M,-0.31%
2020/8/20,27739.73 ,27622.68 ,27781.46 ,27526.25 ,306.05M,0.17%
2020/8/21,27930.33 ,27758.13 ,27959.48 ,27686.78 ,374.34M,0.69%
2020/8/24,28308.46 ,28077.58 ,28314.94 ,28041.75 ,385.44M,1.35%
2020/8/25,28248.44 ,28347.42 ,28400.74 ,28094.57 ,341.13M,-0.21%
2020/8/26,28331.92 ,28257.88 ,28353.80 ,28153.91 ,328.80M,0.30%
2020/8/27,28492.27 ,28384.07 ,28634.22 ,28363.93 ,405.09M,0.57%
2020/8/28,28653.87 ,28601.29 ,28733.35 ,28487.98 ,373.80M,0.57%
2020/8/31,28430.05 ,28643.66 ,28643.66 ,28363.55 ,519.82M,-0.78%
2020/9/1,28646.45 ,28439.61 ,28659.26 ,28294.49 ,417.76M,0.76%
2020/9/2,29100.50 ,28736.79 ,29162.88 ,28713.53 ,542.54M,1.59%
2020/9/3,28292.73 ,29090.70 ,29199.35 ,28074.76 ,658.29M,-2.78%
2020/9/4,28133.31 ,28341.05 ,28539.75 ,27664.68 ,700.49M,-0.56%
2020/9/8,27500.89 ,27925.23 ,27925.23 ,27464.90 ,587.16M,-2.25%
2020/9/9,27940.47 ,27711.71 ,28206.21 ,27704.54 ,467.06M,1.60%
2020/9/10,27534.58 ,28022.51 ,28174.78 ,27447.08 ,447.59M,-1.45%
2020/9/11,27665.64 ,27613.86 ,27828.82 ,27448.15 ,437.53M,0.48%
2020/9/14,27993.33 ,27718.74 ,28086.06 ,27718.74 ,384.09M,1.18%
2020/9/15,27995.60 ,28139.76 ,28231.06 ,27931.45 ,418.89M,0.01%
2020/9/16,28032.38 ,28031.69 ,28364.77 ,28021.67 ,416.65M,0.13%
2020/9/17,27901.98 ,27834.18 ,28056.79 ,27647.93 ,439.89M,-0.47%
2020/9/18,27657.42 ,27864.87 ,27946.69 ,27487.97 ,703.89M,-0.88%
2020/9/21,27147.70 ,27484.71 ,27484.71 ,26715.15 ,523.66M,-1.84%
2020/9/22,27288.18 ,27170.34 ,27333.09 ,26989.93 ,423.33M,0.52%
2020/9/23,26763.13 ,27413.60 ,27464.46 ,26716.12 ,463.20M,-1.92%
2020/9/24,26815.44 ,26716.09 ,27094.85 ,26537.01 ,448.78M,0.20%
2020/9/25,27173.96 ,26694.51 ,27239.29 ,26635.38 ,391.73M,1.34%
2020/9/28,27584.06 ,27362.14 ,27722.60 ,27362.14 ,405.06M,1.51%
2020/9/29,27452.66 ,27560.24 ,27605.60 ,27338.09 ,306.70M,-0.48%
2020/9/30,27781.70 ,27514.64 ,28026.33 ,27511.06 ,455.15M,1.20%
2020/10/1,27816.90 ,27940.63 ,28041.46 ,27669.26 ,375.65M,0.13%
2020/10/2,27682.81 ,27536.39 ,27861.43 ,27382.94 ,395.82M,-0.48%
2020/10/5,28148.64 ,27825.42 ,28162.64 ,27825.42 ,322.53M,1.68%
2020/10/6,27772.76 ,28214.24 ,28354.48 ,27728.03 ,438.44M,-1.34%
2020/10/7,28303.46 ,27971.36 ,28369.66 ,27971.36 ,330.19M,1.91%
2020/10/8,28425.51 ,28348.86 ,28459.13 ,28265.56 ,315.83M,0.43%
2020/10/9,28586.90 ,28533.61 ,28676.29 ,28440.63 ,326.48M,0.57%
2020/10/12,28837.52 ,28671.12 ,28957.90 ,28659.67 ,493.68M,0.88%
2020/10/13,28679.81 ,28764.95 ,28808.84 ,28604.35 ,528.27M,-0.55%
2020/10/14,28514.00 ,28731.30 ,28792.56 ,28461.73 ,372.48M,-0.58%
2020/10/15,28494.20 ,28323.40 ,28535.85 ,28181.54 ,330.13M,-0.07%
2020/10/16,28606.31 ,28570.72 ,28842.90 ,28570.72 ,358.95M,0.39%
2020/10/19,28195.42 ,28633.55 ,28711.93 ,28139.40 ,360.92M,-1.44%
2020/10/20,28308.79 ,28245.85 ,28575.03 ,28243.04 ,351.45M,0.40%
2020/10/21,28210.82 ,28270.66 ,28450.64 ,28196.39 ,301.11M,-0.35%
2020/10/22,28363.66 ,28197.42 ,28421.31 ,28040.18 ,334.39M,0.54%
2020/10/23,28335.57 ,28409.65 ,28436.52 ,28149.82 ,350.10M,-0.10%
2020/10/26,27685.38 ,28185.82 ,28185.82 ,27370.16 ,407.04M,-2.29%
2020/10/27,27463.19 ,27651.18 ,27707.69 ,27457.96 ,372.48M,-0.80%
2020/10/28,26519.95 ,27102.14 ,27102.14 ,26497.39 ,499.63M,-3.43%
2020/10/29,26659.11 ,26480.98 ,26891.89 ,26290.78 ,434.01M,0.52%
2020/10/30,26501.60 ,26572.27 ,26639.18 ,26143.77 ,506.32M,-0.59%
2020/11/2,26925.05 ,26691.28 ,27043.48 ,26691.28 ,382.27M,1.60%
2020/11/3,27480.03 ,27138.69 ,27640.21 ,27138.69 ,353.35M,2.06%
2020/11/4,27847.66 ,27512.83 ,28301.50 ,27512.83 ,449.89M,1.34%
2020/11/5,28390.18 ,28083.37 ,28495.05 ,28083.37 ,391.73M,1.95%
2020/11/6,28323.40 ,28399.13 ,28431.96 ,28189.50 ,328.58M,-0.24%
2020/11/9,29157.97 ,29467.90 ,29933.83 ,29130.66 ,680.57M,2.95%
2020/11/10,29420.92 ,29254.17 ,29478.86 ,29126.99 ,526.98M,0.90%
2020/11/11,29397.63 ,29524.35 ,29593.11 ,29281.22 ,376.70M,-0.08%
2020/11/12,29080.17 ,29231.91 ,29311.83 ,28902.13 ,372.87M,-1.08%
2020/11/13,29479.81 ,29203.90 ,29559.25 ,29203.90 ,348.81M,1.37%
2020/11/16,29950.44 ,29672.36 ,29964.29 ,29672.36 ,420.76M,1.60%
2020/11/17,29783.35 ,29800.15 ,29872.42 ,29520.29 ,376.14M,-0.56%
2020/11/18,29438.42 ,29875.40 ,29930.85 ,29432.84 ,384.89M,-1.16%
2020/11/19,29483.23 ,29370.92 ,29524.90 ,29228.38 ,333.16M,0.15%
2020/11/20,29263.48 ,29437.57 ,29469.89 ,29231.20 ,308.74M,-0.75%
2020/11/23,29591.27 ,29332.82 ,29667.75 ,29332.82 ,389.02M,1.12%
2020/11/24,30046.24 ,29746.11 ,30116.51 ,29746.11 ,436.45M,1.54%
2020/11/25,29872.47 ,30058.87 ,30058.87 ,29806.25 ,324.19M,-0.58%
2020/11/27,29910.37 ,29911.33 ,30015.13 ,29819.98 ,178.10M,0.13%
2020/11/30,29638.64 ,29854.51 ,29854.51 ,29463.64 ,561.21M,-0.91%
2020/12/1,29823.92 ,29797.50 ,30083.31 ,29797.50 ,435.44M,0.63%
2020/12/2,29883.79 ,29695.09 ,29902.51 ,29599.29 ,389.33M,0.20%
2020/12/3,29969.52 ,29920.83 ,30110.88 ,29877.27 ,408.41M,0.29%
2020/12/4,30218.26 ,29989.56 ,30218.26 ,29989.56 ,363.09M,0.83%
2020/12/7,30069.79 ,30233.03 ,30233.03 ,29967.22 ,370.58M,-0.49%
2020/12/8,30173.88 ,29997.95 ,30246.22 ,29972.07 ,314.83M,0.35%
2020/12/9,30068.81 ,30229.81 ,30319.70 ,29951.85 ,383.74M,-0.35%
2020/12/10,29999.26 ,30032.55 ,30063.87 ,29876.82 ,326.93M,-0.23%
2020/12/11,30046.37 ,29988.21 ,30071.13 ,29820.84 ,396.01M,0.16%
2020/12/14,29861.55 ,30123.91 ,30325.79 ,29849.15 ,371.98M,-0.62%
2020/12/15,30199.31 ,29919.09 ,30243.26 ,29894.95 ,419.48M,1.13%
2020/12/16,30154.54 ,30191.38 ,30236.03 ,30080.11 ,349.54M,-0.15%
2020/12/17,30303.37 ,30216.00 ,30323.78 ,30216.00 ,345.53M,0.49%
2020/12/18,30179.05 ,30314.26 ,30343.59 ,30029.44 ,798.23M,-0.41%
2020/12/21,30216.45 ,30159.00 ,30304.14 ,29755.53 ,445.69M,0.12%
2020/12/22,30015.51 ,30200.20 ,30200.20 ,29992.89 ,392.52M,-0.67%
2020/12/23,30129.83 ,30046.73 ,30292.53 ,30046.73 ,275.38M,0.38%
2020/12/24,30199.87 ,30155.92 ,30209.67 ,30099.30 ,146.44M,0.23%
2020/12/28,30403.97 ,30283.23 ,30525.56 ,30283.23 ,303.08M,0.68%
2020/12/29,30335.67 ,30492.07 ,30588.79 ,30274.24 ,358.87M,-0.22%
2020/12/30,30409.56 ,30415.09 ,30525.35 ,30393.04 ,296.14M,0.24%
2020/12/31,30606.48 ,30417.64 ,30637.47 ,30344.50 ,287.06M,0.65%
2021/1/4,30223.89 ,30627.47 ,30674.28 ,29881.82 ,476.73M,-1.25%
2021/1/5,30391.60 ,30204.25 ,30504.89 ,30141.78 ,350.91M,0.55%
