日期,收盘,开盘,高,低,交易量,涨跌幅
2020/10/12,4823.16 ,4705.19 ,4823.27 ,4704.16 ,155.79K,3.03%
2020/10/13,4839.20 ,4812.90 ,4845.92 ,4795.37 ,116.52K,0.33%
2020/10/14,4807.10 ,4830.46 ,4830.46 ,4795.91 ,111.91K,-0.66%
2020/10/15,4798.74 ,4810.78 ,4833.89 ,4796.26 ,109.97K,-0.17%
2020/10/16,4791.68 ,4798.92 ,4825.55 ,4765.97 ,116.72K,-0.15%
2020/10/19,4755.49 ,4823.49 ,4849.60 ,4747.34 ,129.25K,-0.76%
2020/10/20,4793.47 ,4751.37 ,4793.47 ,4739.46 ,98.05K,0.80%
2020/10/21,4792.83 ,4801.63 ,4801.63 ,4758.85 ,103.81K,-0.01%
2020/10/22,4777.98 ,4780.60 ,4791.81 ,4725.50 ,101.35K,-0.31%
2020/10/23,4718.49 ,4775.47 ,4802.46 ,4717.10 ,106.83K,-1.25%
2020/10/26,4691.24 ,4684.05 ,4713.39 ,4639.30 ,108.34K,-0.58%
2020/10/27,4699.28 ,4680.14 ,4708.46 ,4671.85 ,92.66K,0.17%
2020/10/28,4737.27 ,4703.00 ,4753.31 ,4685.60 ,108.46K,0.81%
2020/10/29,4772.92 ,4683.61 ,4803.03 ,4679.25 ,117.12K,0.75%
2020/10/30,4695.33 ,4776.47 ,4778.51 ,4683.47 ,139.80K,-1.63%
2020/11/2,4720.83 ,4702.75 ,4738.02 ,4695.44 ,142.87K,0.54%
2020/11/3,4777.56 ,4743.17 ,4793.40 ,4734.17 ,136.06K,1.20%
2020/11/4,4813.66 ,4781.45 ,4825.46 ,4770.56 ,114.66K,0.76%
2020/11/5,4885.11 ,4861.34 ,4885.11 ,4838.00 ,139.25K,1.48%
2020/11/6,4885.72 ,4897.63 ,4897.63 ,4845.43 ,153.64K,0.01%
2020/11/9,4981.35 ,4918.86 ,4997.80 ,4918.86 ,197.13K,1.96%
2020/11/10,4953.88 ,4995.41 ,4995.41 ,4928.93 ,176.27K,-0.55%
2020/11/11,4904.90 ,4937.76 ,4957.58 ,4901.71 ,164.47K,-0.99%
2020/11/12,4908.46 ,4916.77 ,4926.34 ,4891.51 ,118.12K,0.07%
2020/11/13,4856.85 ,4886.98 ,4886.98 ,4825.76 ,133.69K,-1.05%
2020/11/16,4904.17 ,4880.96 ,4904.17 ,4848.62 ,148.77K,0.97%
2020/11/17,4894.79 ,4903.12 ,4909.29 ,4865.39 ,151.49K,-0.19%
2020/11/18,4891.67 ,4889.67 ,4911.09 ,4870.72 ,164.22K,-0.06%
2020/11/19,4927.99 ,4880.92 ,4939.79 ,4870.20 ,133.68K,0.74%
2020/11/20,4943.29 ,4928.22 ,4947.43 ,4922.59 ,129.40K,0.31%
2020/11/23,5005.03 ,4954.60 ,5029.65 ,4940.45 ,205.92K,1.25%
2020/11/24,4974.29 ,4997.05 ,5001.06 ,4960.98 ,156.64K,-0.61%
2020/11/25,4910.70 ,4992.75 ,5004.77 ,4910.70 ,170.34K,-1.28%
2020/11/26,4919.59 ,4908.32 ,4925.29 ,4867.82 ,137.20K,0.18%
2020/11/27,4980.77 ,4930.59 ,4980.77 ,4917.35 ,162.95K,1.24%
2020/11/30,4960.25 ,4994.11 ,5055.19 ,4960.25 ,262.64K,-0.41%
2020/12/1,5067.10 ,4963.13 ,5072.55 ,4963.13 ,204.07K,2.15%
2020/12/2,5067.14 ,5072.98 ,5090.61 ,5043.31 ,195.44K,0.00%
2020/12/3,5057.06 ,5065.45 ,5072.30 ,5033.79 ,177.87K,-0.20%
2020/12/4,5065.92 ,5049.52 ,5072.39 ,5017.85 ,144.35K,0.18%
2020/12/7,5022.23 ,5065.73 ,5067.87 ,5014.61 ,139.90K,-0.86%
2020/12/8,5009.88 ,5029.11 ,5043.06 ,4998.92 ,123.07K,-0.25%
2020/12/9,4942.70 ,5022.38 ,5033.64 ,4942.52 ,138.92K,-1.34%
2020/12/10,4940.52 ,4931.29 ,4962.74 ,4919.77 ,125.91K,-0.04%
2020/12/11,4889.63 ,4957.82 ,4957.82 ,4849.35 ,159.36K,-1.03%
2020/12/14,4934.83 ,4903.63 ,4937.26 ,4887.66 ,120.80K,0.92%
2020/12/15,4945.10 ,4931.60 ,4954.19 ,4904.79 ,118.34K,0.21%
2020/12/16,4953.87 ,4957.30 ,4968.86 ,4938.19 ,106.78K,0.18%
2020/12/17,5017.48 ,4960.73 ,5021.62 ,4950.37 ,133.39K,1.28%
2020/12/18,4999.97 ,5014.32 ,5027.44 ,4979.00 ,128.05K,-0.35%
2020/12/21,5046.84 ,4995.76 ,5048.51 ,4970.00 ,140.81K,0.94%
2020/12/22,4964.77 ,5034.98 ,5055.13 ,4960.95 ,162.35K,-1.63%
2020/12/23,5007.12 ,4977.30 ,5028.45 ,4968.15 ,140.29K,0.85%
2020/12/24,5000.02 ,5006.00 ,5033.04 ,4979.24 ,114.42K,-0.14%
2020/12/25,5042.01 ,4985.77 ,5042.10 ,4973.68 ,121.01K,0.84%
2020/12/28,5064.41 ,5042.94 ,5089.34 ,5037.86 ,136.91K,0.44%
2020/12/29,5042.94 ,5071.45 ,5077.42 ,5034.31 ,141.20K,-0.42%
2020/12/30,5113.71 ,5037.98 ,5113.71 ,5036.63 ,148.63K,1.40%
2020/12/31,5211.29 ,5122.48 ,5215.62 ,5122.48 ,171.60K,1.91%
2021/1/4,5267.72 ,5212.93 ,5284.43 ,5190.94 ,211.71K,1.08%
2021/1/5,5368.50 ,5245.84 ,5368.50 ,5234.38 ,224.93K,1.91%
2021/1/6,5413.67 ,5386.51 ,5433.47 ,5341.43 ,190.02K,0.84%
