date,CSI,HSI,DJI
2020-01-22,-0.0314757240490824,-0.0153574137033523,-0.000897399658075671
2020-01-23,-0.0820869713028323,-0.0572203815891701,-0.0264185385515106
2020-02-03,0.0260330462895411,0.0120303994877968,0.0142578276056167
2020-02-04,0.0112659564046034,0.00414345392312754,0.0166348979524056
2020-02-05,0.0184392237806428,0.0260498985627891,0.00303116169839868
2020-02-06,2.30779586267715e-05,-0.0032580468497212,-0.00948191750706684
2020-02-07,0.00413005904445285,-0.00596316823280496,0.00597165188432314
2020-02-10,0.00926489158202592,0.0124958716882144,-1.63953576546305e-05
2020-02-11,0.00805609575187205,0.00865519374699986,0.00935211556310023
2020-02-12,-0.00617044258292587,-0.00337187824310625,-0.00434457950075284
2020-02-13,0.00699832365618036,0.00308215476165152,-0.000857851252657582
2020-02-14,0.0173473382770482,-0.0103134304591759,-0.00565886674879401
2020-02-18,-0.00152919936765095,0.0045522485469629,0.0039549237265355
2020-02-19,0.0227804730771979,-0.00168823075738089,-0.00437270120776745
2020-02-20,0.00116467643965557,-0.0109382409659915,-0.00781865026682027
2020-02-21,-0.00402061314373903,-0.0180286721036751,-0.036230542333227
2020-02-24,-0.00217762894152429,0.00269389342033399,-0.0319578609108309
2020-02-25,-0.0124024539996075,-0.00734248598007703,-0.00458077799170908
2020-02-26,0.002907613075811,0.00307171185164634,-0.0451842583611537
2020-02-27,-0.036098938530845,-0.0245224073261738,-0.0139630219152842
2020-02-28,0.0323685015015229,0.00617113870887032,0.0496702921647483
2020-03-02,0.00531551803397434,-0.000260953088886851,-0.0298729585933977
2020-03-03,0.0057735516033528,-0.00239016364799483,0.0442814579729074
2020-03-04,0.0220346390756365,0.0206008650997518,-0.0364460938231304
2020-03-05,-0.0163498041243226,-0.0234804475415427,-0.00986811008510813
2020-03-06,-0.0347592160812393,-0.0432289234758159,-0.0810552140011644
2020-03-09,0.0211892787101498,0.0139613319783258,0.0477749774519616
2020-03-10,-0.0133891604141922,-0.00635667511038029,-0.0603394196907967
2020-03-11,-0.0194307897630051,-0.0372480418036609,-0.105232114943268
2020-03-12,-0.0141726667539253,-0.0114253906912261,0.0895018323801757
2020-03-13,-0.0439442879252159,-0.0411698246547907,-0.138418132891273
2020-03-16,-0.0048833579173504,0.00864117898058581,0.0506487105772564
2020-03-17,-0.0199899386206024,-0.0426757003399647,-0.0650973776985904
2020-03-18,-0.0130569924353612,-0.0264868856406046,0.00941683956074257
2020-03-19,0.0177102819986885,0.0492499702727827,-0.0465281468865708
2020-03-20,-0.034223284686508,-0.0498489760333154,-0.0308265359729187
2020-03-23,0.0264989468875765,0.0436213559997167,0.107643254609771
2020-03-24,0.0265162256211422,0.0374015139657882,0.0236562545257257
2020-03-25,-0.00659520459937824,-0.00745958036687711,0.0618041671798206
2020-03-26,0.00324239529971493,0.00563406791570564,-0.0414366475320644
2020-03-27,-0.00973712253080983,-0.0132524032075523,0.0314235624337247
2020-03-30,0.00327433932884702,0.0183153008531551,-0.0185483151770161
2020-03-31,-0.00301036465799776,-0.0221768820586021,-0.0454410784701977
2020-04-01,0.0160470728512792,0.00837992345022975,0.0221899491061048
2020-04-02,-0.00572254926768245,-0.00188966602702756,-0.01699801934814
2020-04-03,0.0225804535867216,0.0428447441317523,0.0733095139054498
2020-04-07,-0.00466592562922052,-0.0117337939954503,0.0338393528354164
2020-04-08,0.00329321650041159,0.0136714462124274,0.0121224042409462
2020-04-09,0.00863428789393694,0.00554297004804738,0.00966628901817579
2020-04-14,-0.00743536862203165,-0.0119414997325009,-0.0187727925268693
2020-04-15,0.00132109801917402,-0.0057688565756191,0.00141703092222656
2020-04-16,0.00971235881133836,0.0154405798119921,0.0295043373725221
2020-04-17,0.00363190072889452,-0.00205214522761743,-0.0247251592817275
2020-04-20,-0.0118541989131504,-0.0222964432808546,-0.027066970650834
2020-04-21,0.0081936481354834,0.00418606052471837,0.019656206496478
2020-04-22,-0.00251136831983345,0.00350778748457081,0.00167861684647441
2020-04-23,-0.00859614666667063,-0.00610728199904465,0.0109963927256871
2020-04-24,0.0067719104841597,0.0186576306823785,0.0149665540057313
2020-04-27,0.00687705397543503,0.0121099971224936,-0.00133636505841395
2020-04-28,0.00463442584337415,0.00274809674456655,0.0218457655199007
2020-04-29,0.0177417228861305,-0.0207510069362726,-0.0401399683974582
2020-05-06,-0.00289016806915399,-0.00651939802055068,0.00888721225530986
2020-05-07,0.00981942374378519,0.0103521297520572,0.0188952461722174
2020-05-08,-0.000868270328911791,0.0152316283701612,-0.0045035110801841
2020-05-11,1.51507117056582e-05,-0.0145917220857221,-0.019056245538998
2020-05-12,0.00202056197969114,-0.00270020512643754,-0.0219868363184421
2020-05-13,-0.0109027908512243,-0.0146038716233114,0.0161020484171317
2020-05-14,-0.00316405895988758,-0.00135510792835269,0.00253980415009281
2020-05-15,0.00257538367884358,0.00575294093371426,0.0377798576931347
2020-05-18,0.00846288157240416,0.0187643250821452,-0.0160034625871806
2020-05-19,-0.0053298180904644,0.000484544594961278,0.0151302238798792
2020-05-20,-0.00546057483675888,-0.00492688134135122,-0.0041500552325715
2020-05-21,-0.0231935285404958,-0.0572019993856081,-0.00036616803925682
2020-05-22,0.0126573278373119,0.0196280494478316,0.0214301410612876
2020-05-26,-0.0070377753112556,-0.00356852387064244,0.0218893982494173
2020-05-27,0.00286150717700728,-0.00726193329110636,-0.00579523342799426
2020-05-28,0.00269043943402458,-0.00743220088371643,-0.000690378347258047
2020-05-29,0.0266193846545892,0.0330286657075458,0.00361437198170478
2020-06-01,0.0030748329360879,0.0110383898713025,0.0104507852797813
2020-06-02,2.00822871718742e-05,0.0136454665571506,0.0202742669311267
2020-06-03,-0.000366565237651884,0.00167091416665066,0.00045402900133773
2020-06-04,0.00477489308202017,0.0164487655504804,0.0310613664755728
2020-06-05,0.00516004734519449,0.000256725005739256,0.0168779112348432
2020-06-08,0.00621641911756576,0.0112554889043341,-0.0109451880461169
2020-06-09,-0.0018103715463198,-0.000298960525666914,-0.0104054785461916
2020-06-10,-0.0109090769130091,-0.023456038777125,-0.0714765289474393
2020-06-11,0.00180023451661349,-0.00687387139508466,0.0188192067482529
2020-06-12,-0.0120859920505669,-0.021816514861932,0.00613683019709477
2020-06-15,0.0149521705107993,0.0235724856018358,0.0202423134758121
2020-06-16,0.000751977087684708,0.00562494442727157,-0.00650150478649891
2020-06-17,0.00664604274369474,-0.000672981769698211,-0.00151380180254179
2020-06-18,0.0133440269426206,0.00728792732631334,-0.00803214077515868
2020-06-19,0.000814558695699574,-0.00539313197304026,0.00591564688441082
2020-06-22,0.00480068627590669,0.0160266715400876,0.00502635539009866
2020-06-23,0.00416426169333484,-0.00506190388229655,-0.0275262311229998
2020-06-24,-0.00709689705441008,-0.0195716114096545,0.00587207374251264
2020-06-29,0.0131116448919038,0.00516783228439977,0.00844531663673465
2020-06-30,0.0404488185288585,0.0281342709128385,0.000560802985404507
2020-07-02,0.074262980356206,0.0472256780924365,0.01764126650089
2020-07-06,0.0059862137596749,-0.0138968594363771,-0.0152119154182344
2020-07-07,0.0160199707132502,0.00589275177669357,0.00681714178752024
2020-07-08,0.0138892710673773,0.00309442437059282,-0.0139529592081544
2020-07-09,-0.0182704505795339,-0.0185901613372543,0.0142605772839488
2020-07-10,0.0207854796602938,0.00173632696192527,0.000402598877009552
2020-07-13,-0.00958013051893225,-0.0114822702536781,0.0211199581977244
2020-07-14,-0.0130289682451288,0.000144820972684201,0.00850308107446551
2020-07-15,-0.0492977258210008,-0.0202531011309262,-0.00505142310527695
2020-07-16,0.00627971537053718,0.00473354185273323,-0.00235026975621899
2020-07-17,0.0294004915889268,-0.00124354017328443,0.000334377829817711
2020-07-20,0.00229209583732093,0.0227916122054292,0.00596138591066442
2020-07-21,0.00497795401232359,-0.0227936075789561,0.00614492378986675
2020-07-22,-0.000426439691237235,0.0081501313403578,-0.0131765624783213
2020-07-23,-0.0448869725187429,-0.0223218648875481,-0.00686871585116045
2020-07-24,0.00506086950945495,-0.00414005534493889,0.00433063484120133
2020-07-27,0.00875267083392828,0.0068657079214951,-0.00775964191107192
2020-07-28,0.0239541606683762,0.00444580329050659,0.00605797330089963
2020-07-29,-0.00489762268555971,-0.00695856900712499,-0.00854901086277415
2020-07-30,0.00831983582574125,-0.00467449600764169,0.00434834651351679
2020-07-31,0.0161121380883849,-0.00559472469338118,0.00889317992882255
2020-08-03,0.000940598847407159,0.0197760669471236,0.00613429470095817
2020-08-04,0.000274261980528934,0.0062302933025169,0.0138092169995065
2020-08-05,-0.00300842900858456,-0.00687387382973448,0.00679486388376738
2020-08-06,-0.0115790111602845,-0.0161322647357522,0.00169644731736973
2020-08-07,0.00359172636146354,-0.00630519344882963,0.0129638943177106
2020-08-10,-0.00916166784143968,0.0208357319925749,-0.00376832128914906
2020-08-11,-0.00731881561607573,0.0140958597739189,0.0104172867234258
2020-08-12,-0.00257019428705441,-0.000528978001105074,-0.00286790585438901
2020-08-13,0.0147577606049953,-0.0018907571991793,0.00122877996909132
2020-08-14,0.0232366813027021,0.00650423277621925,-0.00308771430307786
2020-08-17,-0.000513087374248045,0.000790303132623293,-0.00240332438758806
2020-08-18,-0.0150901387953706,-0.00745735734254005,-0.00307152002895883
2020-08-19,-0.0130641158308986,-0.0155103238836176,0.00169034116038169
2020-08-20,0.0084465371786866,0.0129226731264538,0.00684751353758806
2020-08-21,0.00781243254167841,0.0172800656700574,0.0134475047651801
2020-08-24,0.00128180899687003,-0.00256124032500793,-0.0021224650761198
2020-08-25,-0.0117913339865243,0.000218525596514141,0.00295084939633661
2020-08-26,0.00534465981064791,-0.00829738078924258,0.00564373819034358
2020-08-27,0.0235859891524441,0.00555824227985902,0.00565569015705236
2020-08-28,-0.00580717516981544,-0.00968443575072975,-0.00784182820554236
2020-08-31,0.00536325332993393,0.000309757974276792,0.00758284186684577
2020-09-01,0.000365475571406648,-0.00257469885760209,0.0157258299266196
2020-09-02,-0.00554602968602502,-0.00448814572656531,-0.0281504749725965
2020-09-03,-0.00977966181163836,-0.0125607625307893,-0.00565059763825104
2020-09-04,-0.0160242466633989,-0.00288363147025805,-0.0227359157643736
2020-09-08,-0.0236674990848869,-0.00633123518265677,0.0158578076630498
2020-09-09,-0.000569460566063995,-0.00637075267246168,-0.0146335061641008
2020-09-10,0.00983800335048279,0.00777481365264165,0.00474854072207087
2020-09-11,0.00512377809433318,0.00557429177107771,0.0117750575057425
2020-09-14,0.00801543555136597,0.00374617840644298,8.10874578682785e-05
2020-09-15,-0.006659672114532,-0.000288323176286909,0.00131291562834512
2020-09-16,-0.00530675395312841,-0.0156843485784535,-0.00466261654700872
2020-09-17,0.0222810130836724,0.00469545044959219,-0.00880360765305177
2020-09-18,-0.00968558309224932,-0.0208543258756109,-0.0186017181554519
2020-09-21,-0.0119372846642882,-0.00981136747735079,0.00516131315799662
2020-09-22,0.00356801400051054,0.00108134633507007,-0.0194284473602462
2020-09-23,-0.0193725267596214,-0.0183387572804641,0.00195264698631448
2020-09-24,0.00152193865198313,-0.00325051648830588,0.0132813207790328
2020-09-25,0.00259836049654894,0.0103029139767958,0.0149789078471727
2020-09-28,0.00215616230109283,-0.00857815841092702,-0.00477500293139066
2020-09-29,-0.000958689283814707,0.007853753829135,0.011914463836705
2020-09-30,0.0202282552320021,0.0277489536099651,0.0285710403762582
2020-10-09,0.029887644899393,0.0217586171032949,0.00872874610652374
2020-10-12,0.00332010290119378,-0.00211910690222972,-0.00548392615721483
2020-10-13,-0.00665542611949199,0.00282515479316992,-0.00579819615204436
2020-10-14,-0.00174060823638555,-0.0208320257739096,-0.000694636939813975
2020-10-15,-0.00147230283456068,0.00940365147314282,0.00392676506940148
2020-10-16,-0.00758134051034176,0.0063549373316647,-0.0144677694549582
2020-10-19,0.00795483493052451,0.00111093475725532,0.00401280372309465
2020-10-20,-0.000133523883240727,0.00749659458962171,-0.00346676483155939
2020-10-21,-0.00310318811403576,0.00128016359651184,0.00540315604616382
2020-10-22,-0.0125290298836109,0.00533751353427903,-0.000990842461110475
2020-10-23,-0.00407952766778763,-0.00529474859538937,-0.0312713433172025
2020-10-27,0.00805171492571155,-0.00316753197752995,-0.0349492826194329
2020-10-28,0.00749725651895083,-0.00495787640679346,0.00523365090113792
2020-10-29,-0.0163898792061907,-0.0196819021522661,-0.00592582231946182
2020-10-30,0.00541623386563117,0.0145198621621461,0.0158519715229133
2020-11-02,0.0119453243273906,0.0194225751212453,0.0204024790056678
2020-11-03,0.00752775360658831,-0.00215109222033938,0.0132893822426912
