日期,收盘,开盘,高,低,交易量,涨跌幅
2020/8/27,25281.15 ,25469.77 ,25469.77 ,25186.42 ,1.70B,-0.83%
2020/8/28,25422.06 ,25330.77 ,25749.40 ,25258.16 ,2.07B,0.56%
2020/8/31,25177.05 ,25732.49 ,25847.11 ,25177.05 ,3.20B,-0.96%
2020/9/1,25184.85 ,25085.67 ,25254.14 ,24995.45 ,1.73B,0.03%
2020/9/2,25120.09 ,25239.86 ,25239.86 ,24931.17 ,2.35B,-0.26%
2020/9/3,25007.60 ,25026.99 ,25216.02 ,24854.58 ,2.01B,-0.45%
2020/9/4,24695.45 ,24668.80 ,24813.96 ,24488.64 ,3.39B,-1.25%
2020/9/7,24589.65 ,24621.02 ,24908.29 ,24475.61 ,1.68B,-0.43%
2020/9/8,24624.34 ,24785.26 ,24785.26 ,24341.32 ,2.07B,0.14%
2020/9/9,24468.93 ,24295.42 ,24520.92 ,24213.36 ,1.75B,-0.63%
2020/9/10,24313.54 ,24584.94 ,24615.60 ,24293.21 ,1.35B,-0.64%
2020/9/11,24503.31 ,24352.63 ,24572.66 ,24293.03 ,1.31B,0.78%
2020/9/14,24640.28 ,24569.03 ,24750.95 ,24556.52 ,1.09B,0.56%
2020/9/15,24732.76 ,24621.65 ,24826.87 ,24621.65 ,1.73B,0.38%
2020/9/16,24725.63 ,24823.96 ,24829.87 ,24635.24 ,1.30B,-0.03%
2020/9/17,24340.85 ,24676.41 ,24713.79 ,24250.90 ,1.63B,-1.56%
2020/9/18,24455.41 ,24381.13 ,24501.16 ,24295.01 ,2.30B,0.47%
2020/9/21,23950.69 ,24483.91 ,24542.55 ,23928.02 ,1.60B,-2.06%
2020/9/22,23716.85 ,23839.67 ,23908.51 ,23675.62 ,1.55B,-0.98%
2020/9/23,23742.51 ,23701.12 ,23795.19 ,23559.99 ,1.64B,0.11%
2020/9/24,23311.07 ,23537.83 ,23590.42 ,23225.33 ,1.91B,-1.82%
2020/9/25,23235.42 ,23425.75 ,23495.26 ,23124.25 ,1.79B,-0.32%
2020/9/28,23476.05 ,23284.09 ,23523.81 ,23250.34 ,1.45B,1.04%
2020/9/29,23275.53 ,23584.61 ,23601.40 ,23256.92 ,1.53B,-0.85%
2020/9/30,23459.05 ,23548.89 ,23780.87 ,23368.49 ,1.45B,0.79%
2020/10/5,23767.78 ,24039.39 ,24039.39 ,23674.52 ,1.42B,1.32%
2020/10/6,23980.65 ,23895.21 ,24005.03 ,23842.25 ,1.33B,0.90%
2020/10/7,24242.86 ,23999.79 ,24243.91 ,23905.42 ,1.54B,1.09%
2020/10/8,24193.35 ,24263.33 ,24263.33 ,24021.93 ,1.18B,-0.20%
2020/10/9,24119.13 ,24343.81 ,24343.81 ,24059.29 ,1.36B,-0.31%
2020/10/12,24649.68 ,24217.25 ,24702.81 ,24196.80 ,2.43B,2.20%
2020/10/13,24597.50 ,24614.76 ,24740.24 ,24524.26 ,-,-0.21%
2020/10/14,24667.09 ,24808.85 ,24808.85 ,24498.94 ,2.55B,0.28%
2020/10/15,24158.54 ,24533.75 ,24573.25 ,24102.21 ,2.13B,-2.06%
2020/10/16,24386.79 ,24194.41 ,24456.97 ,24194.41 ,2.70B,0.94%
2020/10/19,24542.26 ,24565.43 ,24771.85 ,24478.47 ,3.61B,0.64%
2020/10/20,24569.54 ,24571.64 ,24600.39 ,24456.84 ,1.88B,0.11%
2020/10/21,24754.42 ,24695.54 ,24903.00 ,24653.16 ,1.93B,0.75%
2020/10/22,24786.13 ,24696.31 ,24817.01 ,24556.55 ,2.49B,0.13%
2020/10/23,24918.78 ,24773.12 ,24970.59 ,24683.25 ,2.37B,0.54%
2020/10/27,24787.19 ,24839.97 ,24872.52 ,24602.11 ,2.44B,-0.53%
2020/10/28,24708.80 ,24773.54 ,24844.79 ,24586.06 ,2.01B,-0.32%
2020/10/29,24586.60 ,24290.01 ,24678.90 ,24258.56 ,1.94B,-0.49%
2020/10/30,24107.42 ,24535.90 ,24600.54 ,24029.95 ,2.54B,-1.95%
2020/11/2,24460.01 ,24274.83 ,24486.02 ,24232.66 ,2.36B,1.46%
2020/11/3,24939.73 ,24689.56 ,25048.53 ,24689.51 ,2.24B,1.96%
2020/11/4,24886.14 ,24790.00 ,25093.72 ,24733.23 ,2.31B,-0.21%
2020/11/5,25695.92 ,25500.91 ,25695.92 ,25343.44 ,2.62B,3.25%
2020/11/6,25712.97 ,25750.78 ,25799.97 ,25540.98 ,2.37B,0.07%
2020/11/9,26016.17 ,26157.77 ,26172.23 ,25950.41 ,2.35B,1.18%
2020/11/10,26301.48 ,26474.04 ,26474.04 ,26041.87 ,3.85B,1.10%
2020/11/11,26226.98 ,26226.80 ,26432.56 ,26168.63 ,4.12B,-0.28%
2020/11/12,26169.38 ,26409.34 ,26460.94 ,26071.15 ,2.68B,-0.22%
2020/11/13,26156.86 ,26114.60 ,26156.86 ,25909.18 ,2.44B,-0.05%
2020/11/16,26381.67 ,26362.07 ,26394.40 ,26191.54 ,2.09B,0.86%
2020/11/17,26415.09 ,26515.09 ,26530.54 ,26339.88 ,2.39B,0.13%
2020/11/18,26544.29 ,26434.24 ,26618.01 ,26344.86 ,2.29B,0.49%
2020/11/19,26356.97 ,26460.61 ,26460.61 ,26311.64 ,2.41B,-0.71%
2020/11/20,26451.54 ,26406.87 ,26564.25 ,26313.28 ,2.15B,0.36%
2020/11/23,26486.20 ,26659.79 ,26662.66 ,26369.34 ,2.24B,0.13%
2020/11/24,26588.20 ,26630.34 ,26630.34 ,26409.77 ,2.01B,0.39%
2020/11/25,26669.75 ,26819.96 ,27040.41 ,26591.30 ,2.86B,0.31%
2020/11/26,26819.45 ,26695.25 ,26819.45 ,26612.00 ,1.98B,0.56%
2020/11/27,26894.68 ,26758.49 ,27009.15 ,26704.60 ,2.73B,0.28%
2020/11/30,26341.49 ,26853.39 ,26960.93 ,26322.68 ,5.74B,-2.06%
2020/12/1,26567.68 ,26422.71 ,26662.18 ,26375.24 ,3.56B,0.86%
2020/12/2,26532.58 ,26670.12 ,26670.12 ,26379.48 ,3.70B,-0.13%
2020/12/3,26728.50 ,26623.42 ,26781.99 ,26556.02 ,2.83B,0.74%
2020/12/4,26835.92 ,26811.59 ,26835.92 ,26652.34 ,3.21B,0.40%
2020/12/7,26506.85 ,26870.58 ,26870.58 ,26256.40 ,2.81B,-1.23%
2020/12/8,26304.56 ,26460.35 ,26460.35 ,26270.91 ,2.54B,-0.76%
2020/12/9,26502.84 ,26510.42 ,26666.94 ,26445.66 ,2.54B,0.75%
2020/12/10,26410.59 ,26335.26 ,26434.47 ,26287.02 ,-,-0.35%
2020/12/11,26505.87 ,26634.21 ,26704.01 ,26443.01 ,2.50B,0.36%
2020/12/14,26389.52 ,26522.10 ,26544.12 ,26318.11 ,2.21B,-0.44%
2020/12/15,26207.29 ,26418.93 ,26436.04 ,26127.68 ,2.59B,-0.69%
2020/12/16,26460.29 ,26421.21 ,26510.19 ,26318.74 ,2.04B,0.97%
2020/12/17,26678.38 ,26608.44 ,26678.38 ,26390.59 ,2.26B,0.82%
2020/12/18,26498.60 ,26650.49 ,26668.10 ,26363.05 ,3.08B,-0.67%
2020/12/21,26306.68 ,26422.62 ,26498.65 ,26274.65 ,2.04B,-0.72%
2020/12/22,26119.25 ,26260.78 ,26365.20 ,25998.87 ,1.75B,-0.71%
2020/12/23,26343.10 ,26083.11 ,26343.10 ,26071.76 ,2.01B,0.86%
2020/12/24,26386.56 ,26342.87 ,26470.40 ,26221.30 ,1.30B,0.16%
2020/12/28,26314.63 ,26288.37 ,26514.08 ,26264.32 ,2.67B,-0.27%
2020/12/29,26568.49 ,26490.45 ,26618.78 ,26432.91 ,2.30B,0.96%
2020/12/30,27147.11 ,26695.11 ,27159.47 ,26670.97 ,2.55B,2.18%
2020/12/31,27231.13 ,27194.79 ,27340.99 ,27163.51 ,2.05B,0.31%
2021/1/4,27472.81 ,27087.13 ,27502.83 ,27079.24 ,2.87B,0.89%
2021/1/5,27649.86 ,27281.34 ,27690.21 ,27150.38 ,3.28B,0.64%
2021/1/6,27667.50 ,27603.00 ,27726.50 ,27387.00 ,-,0.06%
