日期,人数,新增
2020-07-27T00:00:00Z,27941,治愈
2020-07-28T00:00:00Z,29559,治愈
2020-07-29T00:00:00Z,34062,治愈
2020-07-30T00:00:00Z,24730,治愈
2020-07-31T00:00:00Z,24005,治愈
2020-08-01T00:00:00Z,23725,治愈
2020-08-02T00:00:00Z,6804,治愈
2020-08-03T00:00:00Z,44757,治愈
2020-08-04T00:00:00Z,15533,治愈
2020-08-05T00:00:00Z,48872,治愈
2020-08-06T00:00:00Z,20773,治愈
2020-08-07T00:00:00Z,25246,治愈
2020-08-08T00:00:00Z,19248,治愈
2020-08-09T00:00:00Z,13746,治愈
2020-08-10T00:00:00Z,13891,治愈
2020-08-11T00:00:00Z,44205,治愈
2020-08-12T00:00:00Z,38800,治愈
2020-08-13T00:00:00Z,20888,治愈
2020-08-14T00:00:00Z,21678,治愈
2020-08-15T00:00:00Z,22201,治愈
2020-08-16T00:00:00Z,14540,治愈
2020-08-17T00:00:00Z,32513,治愈
2020-08-18T00:00:00Z,32579,治愈
2020-08-19T00:00:00Z,26890,治愈
2020-08-20T00:00:00Z,21986,治愈
2020-08-21T00:00:00Z,18021,治愈
2020-08-22T00:00:00Z,20428,治愈
2020-08-23T00:00:00Z,12277,治愈
2020-08-24T00:00:00Z,23013,治愈
2020-08-25T00:00:00Z,32925,治愈
2020-08-26T00:00:00Z,30766,治愈
2020-08-27T00:00:00Z,16861,治愈
2020-08-28T00:00:00Z,17041,治愈
2020-08-29T00:00:00Z,22247,治愈
2020-08-30T00:00:00Z,13325,治愈
2020-08-31T00:00:00Z,30886,治愈
2020-09-01T00:00:00Z,17838,治愈
2020-09-02T00:00:00Z,29094,治愈
2020-09-03T00:00:00Z,35200,治愈
2020-09-04T00:00:00Z,16497,治愈
2020-09-05T00:00:00Z,18733,治愈
2020-09-06T00:00:00Z,13808,治愈
2020-09-07T00:00:00Z,17556,治愈
2020-09-08T00:00:00Z,25560,治愈
2020-09-09T00:00:00Z,28368,治愈
2020-09-10T00:00:00Z,16032,治愈
2020-09-11T00:00:00Z,14367,治愈
2020-09-12T00:00:00Z,16780,治愈
2020-09-13T00:00:00Z,16748,治愈
2020-09-14T00:00:00Z,23164,治愈
2020-09-15T00:00:00Z,20557,治愈
2020-09-16T00:00:00Z,30446,治愈
2020-09-17T00:00:00Z,14761,治愈
2020-09-18T00:00:00Z,16131,治愈
2020-09-19T00:00:00Z,20981,治愈
2020-09-20T00:00:00Z,13225,治愈
2020-09-21T00:00:00Z,25278,治愈
2020-09-22T00:00:00Z,31010,治愈
2020-09-23T00:00:00Z,23297,治愈
2020-09-24T00:00:00Z,39927,治愈
2020-09-25T00:00:00Z,17152,治愈
2020-09-26T00:00:00Z,23124,治愈
2020-09-27T00:00:00Z,15821,治愈
2020-09-28T00:00:00Z,28328,治愈
2020-09-29T00:00:00Z,18697,治愈
2020-09-30T00:00:00Z,27383,治愈
2020-10-01T00:00:00Z,19962,治愈
2020-10-02T00:00:00Z,12719,治愈
2020-10-03T00:00:00Z,23953,治愈
2020-10-04T00:00:00Z,14377,治愈
2020-10-05T00:00:00Z,23443,治愈
2020-10-06T00:00:00Z,17248,治愈
2020-10-07T00:00:00Z,47505,治愈
2020-10-08T00:00:00Z,21357,治愈
2020-10-09T00:00:00Z,17837,治愈
2020-10-10T00:00:00Z,23894,治愈
2020-10-11T00:00:00Z,12094,治愈
2020-10-12T00:00:00Z,31651,治愈
2020-10-13T00:00:00Z,17865,治愈
2020-10-14T00:00:00Z,31201,治愈
2020-10-15T00:00:00Z,21603,治愈
2020-10-16T00:00:00Z,20142,治愈
2020-10-17T00:00:00Z,23034,治愈
2020-10-18T00:00:00Z,13565,治愈
2020-10-19T00:00:00Z,38465,治愈
2020-10-20T00:00:00Z,22545,治愈
2020-10-21T00:00:00Z,28206,治愈
2020-10-22T00:00:00Z,29702,治愈
2020-10-23T00:00:00Z,22371,治愈
2020-10-24T00:00:00Z,31229,治愈
2020-10-25T00:00:00Z,16222,治愈
2020-10-26T00:00:00Z,37577,治愈
2020-10-27T00:00:00Z,27211,治愈
2020-10-28T00:00:00Z,30474,治愈
2020-10-29T00:00:00Z,36196,治愈
2020-10-30T00:00:00Z,24116,治愈
2020-10-31T00:00:00Z,34026,治愈
2020-11-01T00:00:00Z,18101,治愈
2020-11-02T00:00:00Z,44402,治愈
2020-11-03T00:00:00Z,30149,治愈
2020-11-04T00:00:00Z,38397,治愈
2020-11-05T00:00:00Z,38224,治愈
2020-11-06T00:00:00Z,29040,治愈
2020-11-07T00:00:00Z,40674,治愈
2020-11-08T00:00:00Z,30026,治愈
2020-11-09T00:00:00Z,47354,治愈
2020-11-10T00:00:00Z,33028,治愈
2020-11-11T00:00:00Z,35302,治愈
2020-11-12T00:00:00Z,54081,治愈
2020-11-13T00:00:00Z,43890,治愈
2020-11-14T00:00:00Z,53298,治愈
2020-11-15T00:00:00Z,26440,治愈
2020-11-16T00:00:00Z,69927,治愈
2020-11-17T00:00:00Z,48829,治愈
2020-11-18T00:00:00Z,57149,治愈
2020-11-19T00:00:00Z,59920,治愈
2020-11-20T00:00:00Z,47221,治愈
2020-11-21T00:00:00Z,71770,治愈
2020-11-22T00:00:00Z,-3187,治愈
2020-11-23T00:00:00Z,107087,治愈
2020-11-24T00:00:00Z,63064,治愈
2020-11-25T00:00:00Z,139292,治愈
2020-11-26T00:00:00Z,35247,治愈
2020-11-27T00:00:00Z,76243,治愈
2020-11-28T00:00:00Z,75617,治愈
2020-11-29T00:00:00Z,41967,治愈
2020-11-30T00:00:00Z,81289,治愈
2020-12-01T00:00:00Z,80262,治愈
2020-12-02T00:00:00Z,95547,治愈
2020-12-03T00:00:00Z,81890,治愈
2020-12-04T00:00:00Z,66371,治愈
2020-12-05T00:00:00Z,105637,治愈
2020-12-06T00:00:00Z,48418,治愈
2020-12-07T00:00:00Z,90113,治愈
2020-12-08T00:00:00Z,72358,治愈
2020-12-09T00:00:00Z,102981,治愈
2020-12-10T00:00:00Z,95151,治愈
2020-12-11T00:00:00Z,150267,治愈
2020-12-12T00:00:00Z,111291,治愈
2020-12-13T00:00:00Z,51477,治愈
2020-12-14T00:00:00Z,0,治愈
2020-12-15T00:00:00Z,0,治愈
2020-12-16T00:00:00Z,0,治愈
2020-12-17T00:00:00Z,0,治愈
2020-12-18T00:00:00Z,0,治愈
2020-12-19T00:00:00Z,0,治愈
2020-12-20T00:00:00Z,0,治愈
2020-12-21T00:00:00Z,0,治愈
2020-12-22T00:00:00Z,0,治愈
2020-12-23T00:00:00Z,0,治愈
2020-12-24T00:00:00Z,0,治愈
2020-12-25T00:00:00Z,0,治愈
2020-12-26T00:00:00Z,0,治愈
2020-12-27T00:00:00Z,0,治愈
2020-12-28T00:00:00Z,0,治愈
2020-12-29T00:00:00Z,0,治愈
2020-12-30T00:00:00Z,0,治愈
2020-12-31T00:00:00Z,0,治愈
